,content_id,title_ko,title_en,running_min,running_time,year,country,age,ott_img,ott_tag,avg_score,img
0,mO1D8PW,달,La luna,7,7분,2011,미국,전체,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,4.1,https://an2-img.amz.wtchn.net/image/v2/tpM-V40xT8VY48gbQYwApg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1kwYTNwc2EyeHVkbmc0T1dkeWFtUTFjbVY0SW4wLkxvNjRfbHVTb2VGZVRFelREZWx2UU9SWXpnMUJ6cS1GVEswYUxTZkZlNVU=
1,m5agDBq,월레스와 그로밋: 복수의 날개,Wallace & Gromit: Vengeance Most Fowl,82,1시간 22분,2024,영국,12세,['https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png'],#넷플릭스,3.7,https://an2-img.amz.wtchn.net/image/v2/G6d6MBqC83I9LdDQ4htbcg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpRME56azJPVFl3TURRNU5EQXpOellpZlEuNlJFWjAzelEtT0Z6cGpzVTRuYUxmbXY0LTVVVDlaU1ZoeUx4Z3J1b2V0VQ==
2,mWLjVZD,곡성(哭聲),곡성(哭聲),156,2시간 36분,2016,한국,15세,['https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394'],#디즈니+,3.8,https://an2-img.amz.wtchn.net/image/v2/eB_dsODtz9zfAhB3gZALmw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMko0WkhCdWEzQjNNSEpxWld4dk1YQTRkV0p2SW4wLlg2Z1pZbldSbTRMVXMzMy1BSnZRTUFReGQwa1NvYk5yamVVWnVLdTF2N2M=
3,m5aVG7D,이제 그만 끝낼까 해,I'm Thinking of Ending Things,134,2시간 14분,2020,미국,전체,['https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png'],#넷플릭스,3.3,https://an2-img.amz.wtchn.net/image/v2/_dysi9VC_KQBuAt1QvPhYA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMmRwWm1GNFozYzBlR2wxZERoa2FuWmthRzFvSW4wLjJNUGNtTEFpVm1RSjlsRFFTUEpkdWRkMDVxeVBpZldqUTgtT3B0U1duYzQ=
4,mOopxyz,스왈로우,Swallow,95,1시간 35분,2019,"미국, 프랑스",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.6,https://an2-img.amz.wtchn.net/image/v2/L76qVrhW4pR0cMzs-GjQxg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk16QXpPRE0zTkRBNE5UWTNPRFk0TVRBaWZRLlRTLWw5bDF4VFRmaV9Qdjgwam1XRFpIem9qdnk2OWRubGRqVm5Demc1QXc=
5,mXOgDNd,세 가지 색 : 블루,Trois couleurs: Bleu,98,1시간 38분,1993,"프랑스, 폴란드, 스위스",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.7,https://an2-img.amz.wtchn.net/image/v2/-aNt1oQm1qhx1UEKlvNdxw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpRd016UXlNREU0TmpneU1DSjkuUDRUZHVNd1pwM2ZLamRJd1g2SGk1Z2VIVk8yQ3ROTW1aWFhQNC1jS3FONA==
6,m5Q2zGW,서칭 포 슈가맨,Searching for Sugarman,86,1시간 26분,2012,"영국, 스웨덴",전체,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.8,https://an2-img.amz.wtchn.net/image/v2/bibWMgoMhwCGzuIHAkc2ew.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk9UVTNNalUzTmpreE5qSXdNVGN3TmpraWZRLmRjVmJsQnd0NkdZV3ZCQTFNa1h2X1FFYkZUM3BYVWdCQ2QwTWZwTWlCLVU=
7,mgdMnm5,원스,Once,86,1시간 26분,2006,아일랜드,전체,[],,3.9,https://an2-img.amz.wtchn.net/image/v2/__rhP6x457LlUYQxemvDHQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnBqWTNaemEybG1aak5oYTNCc2RIWjNZbkJ5SW4wLi1pZlByeTFkSC01Wm9JQ0VuUEpXRjBJQ3N5WnZ5TGpxV3ZOMjBZTTV1OGs=
8,mWJyGA4,"불량소녀, 너를 응원해!",映画 ビリギャル,117,1시간 57분,2015,일본,12세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.9,https://an2-img.amz.wtchn.net/image/v2/K0KbHjj_0ETT3OwZUsp9hQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2g1TkhOMmJXNW9lV2x3WlRaNloyWmtZbXA2SW4wLlNxRmpwV0gyblhtbVVUNG9NX3RVZVRTdEoxR2haclRfT2dJcE53RmdlUHc=
9,mObAonW,보이 A,Boy A,106,1시간 46분,2007,영국,청불,[],,3.7,https://an2-img.amz.wtchn.net/image/v2/hmsKdF6LbVHdhPdg03Bjnw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjF3ZVRWdGEzQXljV1l6ZG1WM04yWnZaR1ZzSW4wLjViYkdMRUVpY1h0enNGbTNSM2xCb0VSdGt1bHR6ZUgzMmpfMXh5SEdVRWc=
10,mOkzRgW,큐어,CURE,111,1시간 51분,1997,일본,15세,[],,4.0,https://an2-img.amz.wtchn.net/image/v2/pZefrzMPaZUBQAywndLPDA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5UVXpPVEU1TWpVM05UY3dPVFkyT1RraWZRLm9sTHJjR21ZS3pNZnlLUGtGYklvYmJlRnRVajBEMTE4VFFtLXEtZnBvTlE=
11,mOllY9L,더 스파이,The Courier,111,1시간 51분,2021,영국,15세,[],,3.4,https://an2-img.amz.wtchn.net/image/v2/U_Jaybrvflhjk1Nv0_puBg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1UVTVOREkxT1RZek5Ua3dNVE0yTkRNaWZRLno0Q1YzTm8wQVRrbG02b1ZqdHlHeXRmbXlsTnVOYlZ3LWdtWGdxc1VFeWs=
12,mdEw3wb,비거 스플래쉬,A Bigger Splash,124,2시간 4분,2015,"이탈리아, 프랑스",청불,['https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ'],#티빙,3.2,https://an2-img.amz.wtchn.net/image/v2/ZiyyPeSAjzaMNYFxVHwRWA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1UWXdOVGN4TnpVek9EZzFPREExTnpNaWZRLng5blhBdnVpdEFsQ3Y1ZmpPLVQzN3UyU19sOGFOVkE2VHZlbVBiMlJPeDA=
13,mMO2R8O,진주 귀걸이를 한 소녀,Girl with a Pearl Earring,100,1시간 40분,2003,"영국, 룩셈부르크, 프랑스, 벨기에, 미국",15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#티빙#웨이브,3.5,https://an2-img.amz.wtchn.net/image/v2/ZYKB5FAny09lCgdb0OWewQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0IwTVhwMGMyMXhaR2hoYXpOd2VuUjJObVE0SW4wLm0zbGdFNEZaY0x0MS04UDdNOFQxazdLZFM1QXU5UlFZREwzNmFRcjZaRUk=
14,mWzxz0d,열대병,Sud pralad,118,1시간 58분,2004,"태국, 프랑스, 독일, 이탈리아",15세,[],,4.0,https://an2-img.amz.wtchn.net/image/v2/o5GXyl55PM2Ql7Ok1S44Zg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnczY25FMmRUWnlZM0ZsWnpKaGNHUXlhbUZuSW4wLmxZME9MOW9Pb3ZYSEF6MVhyWUh5alllWS14TUdwTVc0NWdydUk3cFhnODg=
15,m1WwY4d,시네마 천국,Nuovo Cinema Paradiso,124,2시간 4분,1988,"이탈리아, 프랑스",전체,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,4.3,https://an2-img.amz.wtchn.net/image/v2/byK8euhh88dvMyYmExR1pQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM2hxWVhWd2NXOTZaSGM0WlRZM1ozRXhlV1pqSW4wLjNVQlZrOEF5UEhqUlJIRERHWHU4YkxXVmQzZ2ItdGxBNHdySDN0b2NpaDA=
16,m5YEpQ5,달라스 바이어스 클럽,Dallas Buyers Club,117,1시간 57분,2013,미국,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#티빙,3.8,https://an2-img.amz.wtchn.net/image/v2/AgldoM-6mZcpLXjGkU4YZw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMmg0WVRjMlptZHphRGRsWjNGMmEySmtialp6SW4wLnRfTDZaWmhvcERBS0ZteTdYMU5tVlhoNWltR211ZmZFNjJPeFpGd0x6OVk=
17,mObVxpX,루이스 웨인: 사랑을 그린 고양이 화가,The Electrical Life of Louis Wain,111,1시간 51분,2020,영국,12세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.6,https://an2-img.amz.wtchn.net/image/v2/Z93DkSDPXSKGeW3No-SHVw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5Ea3hNelkxT1RRMk5USTVNRGc0TmpBaWZRLnhqMFZVUnBBcjliYzZIdFZrNXNjbHlzeS13TmpDV3BRWUFVSE91UHExbWc=
18,mdjaM3o,120BPM,120 battements par minute,143,2시간 23분,2017,프랑스,청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.6,https://an2-img.amz.wtchn.net/image/v2/rS57bxmam1JfmRlbNe7LDg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMnRuYVcwMWVYa3lPV3BuZG5OdmMyeHpiMnRzSW4wLnJRME9WTkpCQ05nUFZFZXk2T0hjMUVIYzE1LVc1NXZCVmE3MEV4cS1aTTg=
19,mdRL9yy,해피 아워,ハッピーアワー,328,5시간 28분,2015,일본,15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,4.1,https://an2-img.amz.wtchn.net/image/v2/TicrB_GnWKQML2WGVuphFw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk16WTNNRGMwT1RReU5EWXpNVFV5TWpraWZRLkk4OXlvUnFRTTI4Q2VyNmNYWFVkMTZjdWVfUTZJMzdYZTRkMTZsWmN3Sk0=
20,mWvqXee,더 원더,The Wonder,103,1시간 43분,2022,"미국, 영국, 아일랜드",15세,['https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png'],#넷플릭스,3.3,https://an2-img.amz.wtchn.net/image/v2/xmx61AVr3Xz6GkNpersIBg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5qa3dNalEwT0Rjd09ERXpPVGswTWpBaWZRLkc3Zk9DZEFvQ19tWFRpcVltMzJHOTZLMG1BZ1owMkxoSUttRFdhNXQybXc=
21,mM5r9Jd,2046 리마스터링,2046,128,2시간 8분,2004,"홍콩, 중국, 프랑스, 이탈리아, 독일",청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#티빙#웨이브,3.5,https://an2-img.amz.wtchn.net/image/v2/UN2GgObzFEHXuSeWEainrA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk1USXhOVFUwTnpFM01qTXdNekl4TURZaWZRLloyOGxicU5SQm90VlhSUnRyU1UtNXV6Y05HWmtpM2EzVEplUUo0Mm9VblE=
22,mqW99ZW,해피 투게더 리마스터링,春光乍洩,96,1시간 36분,1997,"홍콩, 일본, 한국",15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#넷플릭스#티빙#웨이브,4.0,https://an2-img.amz.wtchn.net/image/v2/rk7nyHGbgb4FJyoTyYhABg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk56ZzJNamswTkRVeU56RTJNRGd5TXpZaWZRLlF4cUo3cnR3VmhXWG9qQUtUWmZOOFJZNkNyXzFqSkZ5U0tnQ3lCc0ZNbjg=
23,mJO1VQd,매그놀리아,Magnolia,188,3시간 8분,1999,미국,청불,[],,4.0,https://an2-img.amz.wtchn.net/image/v2/SGoUnqIPO3dMpFz4cR1KsA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0Y0Y213M2JuUjNPSHBrYTNKNGVYQmtNM3BySW4wLllaVzVsMTJ0UjhPNU94UEhPVnBIb1psM1AtSWFkVXU2Z0s4M0tmQlBWclE=
24,mLOPZa5,바이센테니얼 맨,Bicentennial Man,133,2시간 13분,1999,미국,12세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.9,https://an2-img.amz.wtchn.net/image/v2/m7SYd4PltdtKhLfdqnDbMQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMlp3Ym5SNWFYRjBhblZqTURCeWVIUm5kbVJ0SW4wLmhSaVVHTTRxVVZ1SV9kMEF0SjNNNGhCMFlWdUpaN2c1V3VqQ2MxUWJEWms=
25,mdMggKy,루시,Lucy,90,1시간 30분,2014,"프랑스, 독일, 미국, 영국, 대만",청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#웨이브,3.1,https://an2-img.amz.wtchn.net/image/v2/Gj8G3jpiDySjhN-GaoC2Eg.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM1Z4TkhSeWFYWm9OblYxTkdNMWVuRjVaMjl4SW4wLl96dEdVd0FDNnFrUlEzQUFLNTljdG9pV01IMTNBMXdoSndWcVBrbDd1aWc=
26,m5DGM7y,마더!,Mother!,121,2시간 1분,2017,미국,청불,[],,3.4,https://an2-img.amz.wtchn.net/image/v2/IwgAfRjXBbX2AZ-w2ZKNdQ.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMMjl6T0d3M2VIZHpiRzVuWkhkMU1IbHZibmR0SW4wLmE4ZUNPWk1uWnc1SkZlLTFpTHZNcFBFVGR3Q1VMN19MY2YwOGVFcm5ud2c=
27,m5mYeJD,아노라,Anora,139,2시간 19분,2024,미국,청불,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.8,https://an2-img.amz.wtchn.net/image/v2/-VPsiUq1zxfIzjc5aiUR4g.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpRMk5qYzJNakEyT1RjeE5ESTFNU0o5LlRvdzZiTWp6djlXOTBDdmFPcFptQzczMjFQV2NZNmRPNENrc19WZUIxVUU=
28,mOk6Egg,빅쇼트,The Big Short,130,2시간 10분,2015,미국,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/mPQV0ogd6uw4_5DmR0oBFA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTODJPVE14TmpNeE1qWXpNekE1TURraWZRLnZ0TFJSVWFtRWtJRDBHMFJnZGdQVC1WWlJLckE3eGNHZWdpMFpWWXhWZWM&ts=1712645394', 'https://an2-glx.amz.wtchn.net/images/ex_netflix_logo_square.png']",#왓챠#디즈니+#넷플릭스,3.9,https://an2-img.amz.wtchn.net/image/v2/lmd0uBdzsrm6-s2-3nTghw.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0JwZVdSbU5uZHhlbnBwZG5GaVp6UnlhWG96SW4wLmdKVGJPdUp2NWVCeXU4a05JR09mV0lPUHlGbkNMQnk3cnVHVVBmd2l4em8=
29,mOoppzN,나의 올드 오크,The Old Oak,113,1시간 53분,2023,"영국, 프랑스, 벨기에",15세,['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png'],#왓챠,3.5,https://an2-img.amz.wtchn.net/image/v2/oo9fq98NpAKdjgcbCtOHdA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFM01ETTJPVFUzTmpRNE9EWTRNekF3TmpBaWZRLkZPYURqbDEwb3hGRUktT1JscFJ3XzZsdjBtVUZfRVZieTcybmI2eUVZVFU=
30,m5rboD5,마스터,The Master,138,2시간 18분,2012,미국,청불,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ', 'https://an2-glx.amz.wtchn.net/images/ex_wavve_logo_square.png']",#왓챠#티빙#웨이브,3.8,https://an2-img.amz.wtchn.net/image/v2/G6gebPzObSL2Kd7gxR-PvA.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXhMM0JoWlhOeFoyaG9ialozWkhGeE5USnRkR1ZsSW4wLk96LUZfdE55UmN4ZWJsbEhQSWhrNHROOF9xbHR4OEo5bUdBVndudkpBM28=
31,mWLyRyr,로스트 도터,The Lost Daughter,121,2시간 1분,2021,"미국, 영국, 이스라엘",15세,"['https://an2-glx.amz.wtchn.net/images/ex_watcha_logo_square.png', 'https://an2-img.amz.wtchn.net/image/v2/AmxtezC90nGQwOmwj0MCPA.png?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKd0lqb2lMM1l5TDNOMGIzSmxMM1ZwYldGblpTOHhOalV3TXpRMk9UQXhNVE0xTlRBNU16TTRJbjAudWd0X0VwOHg1ZDBnZTBTRjhiNkhrUG52Qzd5cndhRnl6bEt2dEZzVGhzTQ']",#왓챠#티빙,3.6,https://an2-img.amz.wtchn.net/image/v2/BhF1iTDGQ9t6ZeTNDaAo2A.jpg?jwt=ZXlKaGJHY2lPaUpJVXpJMU5pSjkuZXlKdmNIUnpJanBiSW1SZk5Ea3dlRGN3TUhFNE1DSmRMQ0p3SWpvaUwzWXlMM04wYjNKbEwybHRZV2RsTHpFMk5UYzNOamd4TURRNU5UUTRNVFF5TXpnaWZRLjE3ekNudXZGT01IZ3JnTnJwZ2lidGRsSHBwR0FJTmRlX2lMTkh0dHJWT2c=
